Language	Concept	Form	Tokens	SimpleCognate	PartialCognate	Morphemes	Notes	Portuguese	Semantic	Concepticon	Eol
Tenharim	SWEET	eʔẽahĩm	e ʔ ẽa h ĩ m	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Jiahoi	SWEET	eʔẽahĩm	e ʔ ẽa h ĩ m	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Urueuwauwau	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Kayabi	SWEET	ẽʔẽ	ẽ ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Arawete	SWEET	hewu	h e w u	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Guaja	SWEET	hẽʔẽ	h ẽ ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Emerillon_Teko	SWEET	ebɨg	e b ɨ g	2226.0	16052	SWEET		DOCE	SENSE_PERCEPTION	717	
Wayampi	SWEET	ẽʔẽ	ẽ ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Zo_e	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Ka_apor_Urubu	SWEET	heʔẽ	h e ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Kamajura	SWEET	tseʔe	ts e ʔ e	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Asurini_do_Xingu	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Ava_Canoeiro	SWEET	e	e	2229.0	16051	SWEET		DOCE	SENSE_PERCEPTION	717	
Tupinamba	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Nheengatu	SWEET	seẽ	s eẽ/ẽː	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Yuki	SWEET	esuχĩ	e s u χ ĩ	2225.0	16050	SWEET		DOCE	SENSE_PERCEPTION	717	
Guarayo	SWEET	ẽʔẽ	ẽ ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Siriono	SWEET	tʃej	tʃ e j	2225.0	16050	SWEET		DOCE	SENSE_PERCEPTION	717	
Warazu_Pauserna	SWEET	tiapɨ	t ia p ɨ	2226.0	16052	SWEET		DOCE	SENSE_PERCEPTION	717	
Chiriguano	SWEET	hẽe	h ẽe	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Mbya	SWEET	hẽʔẽ	h ẽ ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Guarani_Paraguay	SWEET	heʔẽ	h e ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Old_Guarani	SWEET	hẽẽ	h ẽː	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Guayaki_Ache	SWEET	eŋatu	e ŋ a t u	2230.0	16053	SWEET		DOCE	SENSE_PERCEPTION	717	
Xeta	SWEET	hiə̃kʷaa	h iə̃ kʷ aː	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Kaiowa	SWEET	heʔẽ	h e ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Tapiete	SWEET	hẽʔẽ	h ẽ ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Apapokuva_of_Nimuendaju	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Omagua	SWEET	sɨ̃j	s ɨ̃ j	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Cocama_Cocamilla	SWEET	tsein	ts ei n	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Asurini_do_Tocantins	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Wayoro	SWEET	tui	t ui	2224.0	16049	SWEET		DOCE	SENSE_PERCEPTION	717	
Karo_Arara	SWEET POTATO	peʔtik	p e ʔ t i k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Purubora	SWEET POTATO	witiká	w i t i k á	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Ntogapid_Itogapuk	SWEET POTATO	betɨka	b e t ɨ k a	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Ramarama	SWEET POTATO	petika	p e t i k a	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Makurap	SWEET POTATO	koβo	k o β o	2233.0	16101	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Wayoro	SWEET POTATO	koβo	k o β o	2922.0	706	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Tupari	SWEET POTATO	waore	w ao r e	2235.0	16104	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Akuntsu	SWEET POTATO	kʷako	kʷ a k o	2233.0	16101	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Mekens_Sakurabiat	SWEET POTATO	kʷako	kʷ a k o	2233.0	16101	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Gaviao_Ikoloehj	SWEET POTATO	βitigã	β i t i g ã	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Arua	SWEET POTATO	βĩtĩŋʔa	β ĩ t ĩ ŋ ʔ a	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Zoro	SWEET POTATO	βetĩŋaa_ʃĩp	β e t ĩ ŋ aː + ʃ ĩ p	2232.0	16102 16105	SWEET _sweet		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Surui_Paiter	SWEET POTATO	wasiŋa	w a s i ŋ a	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Karitiana	SWEET POTATO	ohu	o h u	2234.0	16103	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Arikem	SWEET POTATO	ahu	a h u	2234.0	16103	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Xipaya	SWEET POTATO	taũ	t aũ	2923.0	707	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Juruna_Yudja	SWEET POTATO	ataũ	a t aũ	2923.0	707	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Munduruku	SWEET POTATO	weʃík	w e ʃ í k	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Kuruaya	SWEET POTATO	wedik	w e d i k	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Satere_Mawe	SWEET POTATO	uriuru	u r iu r u	2921.0	705	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Aweti	SWEET POTATO	tezɨk	t e z ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Parakana	SWEET POTATO	tʃɨtɨg	tʃ ɨ t ɨ g	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Surui_Aikewara	SWEET POTATO	setɨg	s e t ɨ g	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Tapirape_Apyawa	SWEET POTATO	tʃetɨk	tʃ e t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Tembe	SWEET POTATO	zetɨk	z e t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Guajajara	SWEET POTATO	zɨtɨk	z ɨ t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Apiaka	SWEET POTATO	sɨteg	s ɨ t e g	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Parintintin	SWEET POTATO	jitɨg	j i t ɨ g	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Amondawa	SWEET POTATO	itɨk	i t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Tenharim	SWEET POTATO	jitɨg	j i t ɨ g	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Urueuwauwau	SWEET POTATO	itɨk	i t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Tupi_do_Machado_Wirafed	SWEET POTATO	jetɨk	j e t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Kayabi	SWEET POTATO	jetɨk	j e t ɨ k	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Arawete	SWEET POTATO	jɨtirĩ	j ɨ t i r ĩ	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Arawete	SWEET POTATO	dɨtʃi	d ɨ tʃ i	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Anambe_of_Ehrenreich	SWEET POTATO	gitika	g i t i k a	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Amanaye	SWEET POTATO	jetɨ	j e t ɨ	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Emerillon_Teko	SWEET POTATO	zetik	z e t i k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Wayampi	SWEET POTATO	jetɨpe	j e t ɨ p e	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Zo_e	SWEET POTATO	dzitɨk	dz i t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Ka_apor_Urubu	SWEET POTATO	jɨtɨk	j ɨ t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Kamajura	SWEET POTATO	jetɨk	j e t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Asurini_do_Xingu	SWEET POTATO	jɨtɨk	j ɨ t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Ava_Canoeiro	SWEET POTATO	dʒitʃik	dʒ i tʃ i k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Tupinamba	SWEET POTATO	jetɨk	j e t ɨ k	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Nheengatu	SWEET POTATO	batata	b a t a t a	2919.0	703	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Guarayo	SWEET POTATO	jetɨ	j e t ɨ	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Siriono	SWEET POTATO	ɲĩtĩ	ɲ ĩ t ĩ	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Warazu_Pauserna	SWEET POTATO	ðéti	ð é t i	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Chiriguano	SWEET POTATO	jetɨ	j e t ɨ	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Mbya	SWEET POTATO	dʒetɨ	dʒ e t ɨ	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Guarani_Paraguay	SWEET POTATO	jetɨ	j e t ɨ	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Old_Guarani	SWEET POTATO	jetɨ	j e t ɨ	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Guayaki_Ache	SWEET POTATO	bwejakɨtã	bʷ e j a k ɨ t ã	2920.0	704	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Xeta	SWEET POTATO	batata	b a t a t a	2919.0	703	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Kaiowa	SWEET POTATO	dʒetɨ	dʒ e t ɨ	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Tapiete	SWEET POTATO	dʒetɨ	dʒ e t ɨ	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Chiripa_Nandeva_Ava_Guarani	SWEET POTATO	dʒetɨ	dʒ e t ɨ	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Cocama_Cocamilla	SWEET POTATO	jitika	j i t i k a	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Omagua	SWEET POTATO	itika	i t i k a	2232.0	16102	SWEET_POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Asurini_do_Tocantins	SWEET POTATO	sɨtɨg	s ɨ t ɨ g	2232.0	16102	SWEET		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Kampe	SWEET POTATO	kwaku	kʷ a k u	2233.0	16101	SWEET.POTATO		BATAT-DOCE	FOOD_AND_DRINK	159	580962
Karo_Arara	SWIM	kətitʃɨ	k ə t i tʃ ɨ	2237.0	16163	SWIM		NADAR	MOTION	1439	
Wayoro	SWIM	tiapa	t ia p a	2240.0	16168	SWIM		NADAR	MOTION	1439	
Tupari	SWIM	ato	a t o	2237.0	16163	SWIM		NADAR	MOTION	1439	
Mekens_Sakurabiat	SWIM	se-kia	s e + k ia	2237.0	16163 16166	SWIM _swim		NADAR	MOTION	1439	
Cinta_Larga	SWIM	kapãʔã	k a p ã ʔ ã	2238.0	16166	SWIM		NADAR	MOTION	1439	
Gaviao_Ikoloehj	SWIM	kápkáβá	k á p + k á β á	2238.0	16166	SWIM		NADAR	MOTION	1439	
Monde	SWIM	satẽe	s a t ẽe	2237.0	16163	SWIM		NADAR	MOTION	1439	
Arua	SWIM	tãktãŋã	t ã k t ã ŋ ã	2237.0	16163	SWIM		NADAR	MOTION	1439	
Zoro	SWIM	kõjkõjã	k õ j k õ j ã	2238.0	16166	SWIM		NADAR	MOTION	1439	
Surui_Paiter	SWIM	kaba	k a b a	2238.0	16166	SWIM		NADAR	MOTION	1439	
Karitiana	SWIM	taktag	t a k t a g	2237.0	16163	SWIM		NADAR	MOTION	1439	
Xipaya	SWIM	tahu	t a h u	2240.0	16168	SWIM		NADAR	MOTION	1439	
Juruna_Yudja	SWIM	ibɨkarahu	i b ɨ k a r a h u	2238.0	16166	SWIM		NADAR	MOTION	1439	
Munduruku	SWIM	jedoŋ	j e d o ŋ	2237.0	16163	SWIM		NADAR	MOTION	1439	
Kuruaya	SWIM	titi-lʒãm	t i t i + l ʒ ã m	2237.0	16163 16167	SWIM _swim		NADAR	MOTION	1439	
Satere_Mawe	SWIM	are-ʔɨha	a r e + ʔ ɨ h a	2237.0	16169 16163	_swim SWIM		NADAR	MOTION	1439	
Aweti	SWIM	ɨta p	ɨ t a p	2237.0	16163	SWIM		NADAR	MOTION	1439	
Parakana	SWIM	tʃemopipa	tʃ e m o p i p a	2240.0	16168	SWIM		NADAR	MOTION	1439	
Asurini_do_Tocantins	SWIM	wewotʃ	w e w o tʃ	2239.0	16164	SWIM		NADAR	MOTION	1439	
Surui_Aikewara	SWIM	ɨtaw	ɨ t a w	2237.0	16163	SWIM		NADAR	MOTION	1439	
Tapirape_Apyawa	SWIM	ʔɨɨtã	ʔ ɨː t ã	2237.0	16163	SWIM		NADAR	MOTION	1439	
Tembe	SWIM	itaw	i t a w	2237.0	16163	SWIM		NADAR	MOTION	1439	
Guajajara	SWIM	ɨʔtaw	ɨ ʔ t a w	2237.0	16163	SWIM		NADAR	MOTION	1439	
Apiaka	SWIM	itaβ	i t a β	2237.0	16163	SWIM		NADAR	MOTION	1439	
Parintintin	SWIM	ɨtaβata	ɨ t a β a t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Amondawa	SWIM	ɲahog	ɲ a h o g	2241.0	16162	SWIM		NADAR	MOTION	1439	
Tenharim	SWIM	ɨtaβata	ɨ t a β a t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Urueuwauwau	SWIM	ɨpetã	ɨ p e t ã	2237.0	16163	SWIM		NADAR	MOTION	1439	
Arawete	SWIM	ita	i t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Emerillon_Teko	SWIM	ʔɨta	ʔ ɨ t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Wayampi	SWIM	ɨa	ɨa	2245.0	16170	SWIM		NADAR	MOTION	1439	
Zo_e	SWIM	ɨta	ɨ t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Ka_apor_Urubu	SWIM	jupetẽ	j u p e t ẽ	2237.0	16163	SWIM		NADAR	MOTION	1439	
Anambe	SWIM	ɨtã	ɨ t ã	2237.0	16163	SWIM		NADAR	MOTION	1439	
Kamajura	SWIM	ʔɨtap	ʔ ɨ t a p	2237.0	16163	SWIM		NADAR	MOTION	1439	
Asurini_do_Xingu	SWIM	βeβuj	β e β u j	2239.0	16164	SWIM		NADAR	MOTION	1439	
Ava_Canoeiro	SWIM	ɨtaw	ɨ t a w	2237.0	16163	SWIM		NADAR	MOTION	1439	
Tupinamba	SWIM	ʔɨtaβ	ʔ ɨ t a β	2237.0	16163	SWIM		NADAR	MOTION	1439	
Nheengatu	SWIM	wita	w i t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Lingua_Geral_Paulista_Tupi_austral	SWIM	bovevuj	b o v e v u j	2239.0	16164	SWIM		NADAR	MOTION	1439	
Yuki	SWIM	itata	i t a t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Guarayo	SWIM	ɨta	ɨ t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Siriono	SWIM	ita	i t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Warazu_Pauserna	SWIM	ʔita	ʔ i t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Chiriguano	SWIM	ɨta	ɨ t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Mbya	SWIM	ʔita	ʔ i t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Guarani_Paraguay	SWIM	ɨta	ɨ t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Old_Guarani	SWIM	ɨta	ɨ t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Guayaki_Ache	SWIM	wewo	w e w o	2239.0	16164	SWIM		NADAR	MOTION	1439	
Kaiowa	SWIM	ʔɨta	ʔ ɨ t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Tapiete	SWIM	ɲaɨnti	ɲ aɨ n t i	2237.0	16163	SWIM		NADAR	MOTION	1439	
Omagua	SWIM	ɨata	ɨa t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Cocama_Cocamilla	SWIM	ɨata	ɨa t a	2237.0	16163	SWIM		NADAR	MOTION	1439	
Cinta_Larga	SWIM	ii_kátaa	ii + k á t aa	2869.0	631 632	RIVER CUT		NADAR	MOTION	1439	
Karo_Arara	TAIL	tʃapop	tʃ a p o p	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Purubora	TAIL	tabop	t a b o p	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Makurap	TAIL	tʃoaj	tʃ oa j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Wayoro	TAIL	ɲdʒokʷaj	ɲ dʒ o kʷ a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Tupari	TAIL	oajt	oa j t	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Akuntsu	TAIL	okʷaj	o kʷ a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Mekens_Sakurabiat	TAIL	sokʷaj	s o kʷ a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Cinta_Larga	TAIL	sapu	s a p u	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Gaviao_Ikoloehj	TAIL	tsapõõp	ts a p õː p	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Monde	TAIL	tʃapop	tʃ a p o p	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Arua	TAIL	tsapõp	ts a p õ p	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Zoro	TAIL	sapõõp	s a p õː p	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Surui_Paiter	TAIL	ʃapom	ʃ a p o m	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Karitiana	TAIL	peteppa	p e t e pː a	2248.0	16224	TAIL		RABO / CAUDA	BODY	1220	
Karitiana	TAIL	sɨpoj	s ɨ p o j	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Arikem	TAIL	sepoja	s e p o j a	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Xipaya	TAIL	watapa	w a t a p a	2248.0	16224	TAIL		RABO / CAUDA	BODY	1220	
Juruna_Yudja	TAIL	wátáha	w á/a t á/a h a	2248.0	16224	TAIL		RABO / CAUDA	BODY	1220	
Munduruku	TAIL	toaj	t oa j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Kuruaya	TAIL	tajbɨʔ	t a j b ɨ ʔ	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Satere_Mawe	TAIL	uwajpo	u w a j p o	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Aweti	TAIL	uwaj	u w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Parakana	TAIL	βatʃa	β a tʃ a	2248.0	16224	TAIL		RABO / CAUDA	BODY	1220	
Asurini_do_Tocantins	TAIL	was	w a s	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Surui_Aikewara	TAIL	was	w a s	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Tapirape_Apyawa	TAIL	owãj	o w ã j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Tembe	TAIL	uwaj	u w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Guajajara	TAIL	uaj	ua j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Apiaka	TAIL	merusa	m e r u s a	2250.0	16222	TAIL		RABO / CAUDA	BODY	1220	
Parintintin	TAIL	gʷaj	gʷ a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Amondawa	TAIL	βahajə	β a h a j ə	2249.0	16221	TAIL		RABO / CAUDA	BODY	1220	
Tenharim	TAIL	awaja	a w a j a	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Jiahoi	TAIL	awaja	a w a j a	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Urueuwauwau	TAIL	gʷahãjə	gʷ a h ã j ə	2249.0	16221	TAIL		RABO / CAUDA	BODY	1220	
Kayabi	TAIL	waj	w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Arawete	TAIL	huβãĩ	h u β ãĩ	2247.0	16223	TAIL		RABO / CAUDA	BODY	1220	
Guaja	TAIL	awaj	a w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Emerillon_Teko	TAIL	uwaj	u w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Wayampi	TAIL	uwaj	u w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Zo_e	TAIL	uwaj	u w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Ka_apor_Urubu	TAIL	uwaj	u w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Anambe	TAIL	eikʷã	ei kʷ ã	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Kamajura	TAIL	waj	w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Asurini_do_Xingu	TAIL	aj	a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Ava_Canoeiro	TAIL	uwaj	u w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Tupinamba	TAIL	ugʷaj	u gʷ a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Nheengatu	TAIL	uaja	ua j a	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Yuki	TAIL	ugʷai	u gʷ ai	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Guarayo	TAIL	uwai	u w ai	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Siriono	TAIL	okʷeɨ	o kʷ eɨ	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Warazu_Pauserna	TAIL	uwaɨ	u w aɨ	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Chiriguano	TAIL	hugʷai	h u gʷ ai	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Mbya	TAIL	ugʷaj	u gʷ a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Guarani_Paraguay	TAIL	tugʷaj	t u gʷ a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Old_Guarani	TAIL	hugʷaj	h u gʷ a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Guayaki_Ache	TAIL	bwaʔa	bʷ a ʔ a	2249.0	16221	TAIL		RABO / CAUDA	BODY	1220	
Xeta	TAIL	dʒita	dʒ i t a	2248.0	16224	TAIL		RABO / CAUDA	BODY	1220	
Kaiowa	TAIL	ugʷaj	u gʷ a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Tapiete	TAIL	uwaj	u w a j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Omagua	TAIL	sũj	s ũ j	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Cocama_Cocamilla	TAIL	tsui	ts ui	2246.0	16220	TAIL		RABO / CAUDA	BODY	1220	
Karo_Arara	TAPIR	naʔto	n a ʔ t o	2255.0	16286	TAPIR		ANTA	ANIMALS	312	
Purubora	TAPIR	tani	t a n i	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Ntogapid_Itogapuk	TAPIR	nató	n a t ó/o	2255.0	16286	TAPIR		ANTA	ANIMALS	312	
Ntogapid_Itogapuk	TAPIR	ití	i t í/i	2255.0	16286	TAPIR		ANTA	ANIMALS	312	
Ramarama	TAPIR	nató	n a t ó	2255.0	16286	TAPIR		ANTA	ANIMALS	312	
Makurap	TAPIR	ɨgadʒ	ɨ g a dʒ	2253.0	16282	TAPIR		ANTA	ANIMALS	312	
Makurap	TAPIR	ɨaj	ɨa j	2253.0	16282	TAPIR		ANTA	ANIMALS	312	
Wayoro	TAPIR	ɨkʷajt	ɨ kʷ a j t	2253.0	16282	TAPIR		ANTA	ANIMALS	312	
Tupari	TAPIR	takara	t a k a r a	2251.0	16283	TAPIR		ANTA	ANIMALS	312	
Akuntsu	TAPIR	ɨkʷaj	ɨ kʷ a j	2253.0	16282	TAPIR		ANTA	ANIMALS	312	
Mekens_Sakurabiat	TAPIR	ɨkʷaai	ɨ kʷ a	2253.0	16282	TAPIR		ANTA	ANIMALS	312	
Cinta_Larga	TAPIR	wása	w á/a s a	2254.0	16284	TAPIR		ANTA	ANIMALS	312	
Gaviao_Ikoloehj	TAPIR	βatsa	β a ts a	2254.0	16284	TAPIR		ANTA	ANIMALS	312	
Monde	TAPIR	βasa	β a s a	2254.0	16284	TAPIR		ANTA	ANIMALS	312	
Arua	TAPIR	βatsa	β a ts a	2254.0	16284	TAPIR		ANTA	ANIMALS	312	
