ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	NOTE
15148	Guarayo	TONGUE	apẽkũ	apẽkũ	a p ẽ k ũ	- a p ẽ k ũ	2439	17486	TONGUE	lingua1	
15478	Siriono	TONGUE	ekõ	ekõ	e k õ	- e - - k õ	2439	17486	TONGUE	lingua1	
15726	Warazu_Pauserna	TONGUE	ku	ku	k u	k u - - - -	2439	17486	TONGUE	lingua1	
15998	Chiriguano	TONGUE	kũ	kũ	k ũ	k ũ - - - -	2439	17486	TONGUE	lingua1	
16452	Mbya	TONGUE	kũ	kũ	k ũ	k ũ - - - -	2439	17486	TONGUE	lingua1	
16788	Guarani_Paraguay	TONGUE	kũ	kũ	k ũ	k ũ - - - -	2439	17486	TONGUE	lingua1	
17131	Old_Guarani	TONGUE	ku	ku	k u	k u - - - -	2439	17486	TONGUE	lingua1	
17372	Guayaki_Ache	TONGUE	kbere	kbere	k b e r e	k - b e r - e -	2440	17488	TONGUE	lingua	
17597	Xeta	TONGUE	iŋko	iŋko	i ŋk/ⁿg o	- i - - ŋk/ⁿg o	2439	17486	TONGUE	lingua1	
18142	Tapiete	TONGUE	eŋku	eŋku	e ŋk/ⁿg u	- e - - ŋk/ⁿg u	2439	17486	TONGUE	lingua1	
18614	Omagua	TONGUE	kumɨra	kumɨra	k u m ɨ r a	k u m ɨ r - a -	2440	17488	TONGUE	lingua	
18881	Cocama_Cocamilla	TONGUE	kumɨra	kumɨra	k u m ɨ r a	k u m ɨ r - a -	2440	17488	TONGUE	lingua	
20343	Kampe	TONGUE	j̃ũ	j̃ũ	j̃ ũ	j̃ ũ	2441	17485	TONGUE		
328	Karo_Arara	TOOTH	jãj	jãj	j ã j	- - - - - j ã j	2446	17552	TOOTH	dente1	
595	Purubora	TOOTH	ĩka	ĩka	ĩ k a	ĩ - k a -	2449	17555	TOOTH	dente1	
701	Ntogapid_Itogapuk	TOOTH	injáĩ	injáĩ	i n j áĩ/aĩ	- - - i n j áĩ/aĩ -	2446	17552	TOOTH	dente1	
801	Ramarama	TOOTH	njãŋ	njãŋ	n j ã ŋ	- - - - n j ã ŋ	2446	17552	TOOTH	dente1	
1122	Makurap	TOOTH	jǝ̃j / ɲǝ̃j	jǝ̃j	j ǝ̃ j	- - - - - j ǝ̃ j	2446	17552	TOOTH	dente1	
1123	Makurap	TOOTH	jǝ̃j / ɲǝ̃j	ɲǝ̃j	ɲ ǝ̃ j	- - - - ɲ - ǝ̃ j	2446	17552	TOOTH	dente1	
1444	Wayoro	TOOTH	jãj	jãj	j ã j	- - - - - j ã j	2446	17552	TOOTH	dente1	
1825	Tupari	TOOTH	jãj	jãj	j ã j	- - - - - j ã j	2446	17552	TOOTH	dente1	
2206	Akuntsu	TOOTH	jãj	jãj	j ã j	- - - - - j ã j	2446	17552	TOOTH	dente1	
2526	Mekens_Sakurabiat	TOOTH	ɲãj	ɲãj	ɲ ã j	- - - - ɲ - ã j	2446	17552	TOOTH	dente1	
2695	Cinta_Larga	TOOTH	ɲĩɲ	ɲĩɲ	ɲ ĩ ɲ	- - - - ɲ - ĩ ɲ	2446	17552	TOOTH	dente1	
3078	Gaviao_Ikoloehj	TOOTH	jẽẽj	jẽẽj	j ẽː j	- - - - - j ẽː j	2446	17552	TOOTH	dente1	
3369	Monde	TOOTH	ĩĩt	ĩĩt	ĩː t	ĩː t	2450	17556	TOOTH	dente1	
3575	Arua	TOOTH	ɲẽẽj	ɲẽẽj	ɲ ẽː j	- - - - ɲ - ẽː j	2446	17552	TOOTH	dente1	
3605	Aruashi	TOOTH	jain	jain	j ai n	- - - - - j ai n	2446	17552	TOOTH	dente1	
3669	Matanau	TOOTH	ajkap	ajkap	a j k a p	a j k a p	2449	17555	TOOTH	dente12	
3869	Zoro	TOOTH	jẽẽj	jẽẽj	j ẽː j	- - - - - j ẽː j	2446	17552	TOOTH	dente1	
4184	Surui_Paiter	TOOTH	ikaab	ikaab	i k áː b	i - k áː b	2449	17555	TOOTH	dente12	
4466	Karitiana	TOOTH	ɲõɲ	ɲõɲ	ɲ õ ɲ	- - - - ɲ - õ ɲ	2446	17552	TOOTH	dente1	
4664	Arikem	TOOTH	jaj	jaj	j a j	- - - - - j a j	2446	17552	TOOTH	dente1	
4983	Xipaya	TOOTH	ajã	ajã	a j ã	- - - a - j ã -	2446	17552	TOOTH	dente1	
5312	Juruna_Yudja	TOOTH	ajá	ajá	a j á/a	- - - a - j á/a -	2446	17552	TOOTH	dente	
5698	Munduruku	TOOTH	təj̃	təj̃	t ə j̃	t - - ə - j̃ - -	2446	17552	TOOTH	dente1	
6002	Kuruaya	TOOTH	tãj	tãj	t ã j	t - - ã - j - -	2446	17552	TOOTH	dente1	
6365	Satere_Mawe	TOOTH	ah-ãi	ah-ãi	a h + ãi	- a h - - - + ãi -	2447	17554 17553	_tooth TOOTH	dente1	
6667	Aweti	TOOTH	ãi	ãi	ãi	ãi -	2447	17553	TOOTH	dente1	
7031	Parakana	TOOTH	oni	oni	o n i	- - - o n - i -	2446	17552	TOOTH	dente	
7270	Asurini_do_Tocantins	TOOTH	oj	oj	o j	- - - o - j - -	2446	17552	TOOTH	dente1	
7590	Surui_Aikewara	TOOTH	hos	hos	h o s	h o s - - -	2448	17554	TOOTH	dente	
7866	Tapirape_Apyawa	TOOTH	ɨ̃j	ɨ̃j	ɨ̃ j	- - - ɨ̃ - j - -	2446	17552	TOOTH	dente1	
8195	Tembe	TOOTH	az	az	a z	- a z - - -	2448	17554	TOOTH	dente1	
8531	Guajajara	TOOTH	az	az	a z	- a z - - -	2448	17554	TOOTH	dente1	
8789	Apiaka	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	17552	TOOTH	dente1	
9142	Parintintin	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	17552	TOOTH	dente1	
9444	Amondawa	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	17552	TOOTH	dente1	
9775	Tenharim	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	17552	TOOTH	dente1	
9896	Jiahoi	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	17552	TOOTH	dente1	
10799	Arawete	TOOTH	ĩ	ĩ	ĩ	ĩ -	2447	17553	TOOTH	dente	
10890	Anambe_of_Ehrenreich	TOOTH	seranja	seranja	s e r a n j a	s e r a n j a -	2446	17552	TOOTH	dente	
11234	Amanaye	TOOTH	ĩ	ĩ	ĩ	ĩ -	2447	17553	TOOTH	dente1	
11573	Emerillon_Teko	TOOTH	ahaɲ	ahaɲ	a h a ɲ	- a h a ɲ -	2448	17554	TOOTH	dente1	
11975	Wayampi	TOOTH	ãʔɨ̃	ãʔɨ̃	ã ʔ ɨ̃	- ã ʔ ɨ̃ - -	2448	17554	TOOTH	dente1	
12237	Zo_e	TOOTH	 (a)hãj	hãj	h ã j	- - h ã - j - -	2446	17552	TOOTH	dente1	
12541	Ka_apor_Urubu	TOOTH	ãi	ãi	ãi	ãi -	2447	17553	TOOTH	dente1	
12769	Anambe	TOOTH	ɨ̃	ɨ̃	ɨ̃	ɨ̃ -	2447	17553	TOOTH	dente	
13100	Kamajura	TOOTH	ãj (het)	ãj	ã j	- - - ã - j - -	2446	17552	TOOTH	dente1	
13368	Asurini_do_Xingu	TOOTH	ɨ̃ja	ɨ̃ja	ɨ̃ j a	- - - ɨ̃ - j a -	2446	17552	TOOTH	dente1	
13971	Tupinamba	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	17552	TOOTH	dente1	
14321	Nheengatu	TOOTH	raɲa	raɲa	r a ɲ a	- - r a ɲ - a -	2446	17552	TOOTH	dente	
14847	Yuki	TOOTH	raaj̃	raaj̃	r aː j̃	- - r aː - j̃ - -	2446	17552	TOOTH	dente1	
15149	Guarayo	TOOTH	aĩ	aĩ	a ĩ	a ĩ	2447	17553	TOOTH	dente1	
15479	Siriono	TOOTH	e-rĩ	e-rĩ	e + r ĩ	e - + - - r ĩ - - - -	2446	17553 17552	_tooth TOOTH	dente	
15999	Chiriguano	TOOTH	ãi	ãi	ãi	ãi -	2447	17553	TOOTH	dente1	
16453	Mbya	TOOTH	aĩ	aĩ	a ĩ	a ĩ	2447	17553	TOOTH	dente1	
16789	Guarani_Paraguay	TOOTH	ãi	ãi	ãi	ãi -	2447	17553	TOOTH	dente1	
17132	Old_Guarani	TOOTH	ai	ai	ai	ai -	2447	17553	TOOTH	dente	
17373	Guayaki_Ache	TOOTH	ãʔã	ãʔã	ã ʔ ã	ã ʔ ã	2448	17554	TOOTH	dente	
17598	Xeta	TOOTH	ɨrãj	ɨrãj	ɨ r ã j	- ɨ r ã - j - -	2446	17552	TOOTH	dente	
18143	Tapiete	TOOTH	tɨrãj	tɨrãj	t ɨ r ã j	t ɨ r ã - j - -	2446	17552	TOOTH	dente	
19175	Omagua	TOOTH	sai	sai	s ai	s ai	2447	17553	TOOTH		
20390	Kepkiriwat	TOOTH	ɲãin	ɲãin	ɲ ãi n	ɲ ãi n			TOOTH		
329	Karo_Arara	TOUCAN	jokãn	jokãn	j o k ã n	j o k ã - n -	2451	17614	TOUCAN	tucano1	
596	Purubora	TOUCAN	jokãt	jokãt	j o k ã t	j o k ã t	2451	17614	TOUCAN	tucano1	
1124	Makurap	TOUCAN	ɲõkãn	ɲõkãn	ɲ õ k ã n	ɲ õ k ã - n -	2451	17614	TOUCAN	tucano1	
1445	Wayoro	TOUCAN	pãɲoaa	pãɲoaa	p ã ɲ o aː	p ã ɲ o aː	2455	17618	TOUCAN	tucano	
1826	Tupari	TOUCAN	jõkan	jõkan	j õ k a n	j õ k a - n -	2451	17614	TOUCAN	tucano1	
2207	Akuntsu	TOUCAN	jõkwet	jõkwet	j õ kʷ e t	j õ kʷ e - t -	2451	17614	TOUCAN	tucano	
2527	Mekens_Sakurabiat	TOUCAN	siokʷet	siokʷet	s io kʷ e t	s io kʷ e - t -	2451	17614	TOUCAN	tucano	
3079	Gaviao_Ikoloehj	TOUCAN	jókáàn	jókáàn	j ó k á à n	j ó k á à n	2451	17614	TOUCAN	tucano1	
3370	Monde	TOUCAN	jokãt	jokãt	j o k ã t	j o k ã - t -	2451	17614	TOUCAN	tucano1	
3576	Arua	TOUCAN	jokããt	jokããt	j o k ãː t	j o k ãː - t -	2451	17614	TOUCAN	tucano1	
3870	Zoro	TOUCAN	jokããt	jokããt	j o k ãː t	j o k ãː - t -	2451	17614	TOUCAN	tucano1	
4185	Surui_Paiter	TOUCAN	jokan-ap	jokan-ap	j o k a n + a p	j o k a - n - + a p	2451	17614 17617	TOUCAN _toucan	tucano1	
4467	Karitiana	TOUCAN	ɲeokõn	ɲeokõn	ɲ eo k õ n	ɲ eo k õ - n -	2451	17614	TOUCAN	tucano1	
4665	Arikem	TOUCAN	jãkadʒa	jãkadʒa	j ã k a dʒ a	j ã k a - dʒ a	2451	17614	TOUCAN	tucano1	
4984	Xipaya	TOUCAN	jãdadari	jãdadari	j ã d a d a r i	j ã d a d a r i	2452	17616	TOUCAN	tucano	
5313	Juruna_Yudja	TOUCAN	jadadarĩ	jadadarĩ	j a d a d a r ĩ	j a d a d a r ĩ	2452	17616	TOUCAN	tucano	
5699	Munduruku	TOUCAN	tʃokṍn	tʃokṍn	tʃ o k ṍ/õ n	tʃ o k ṍ/õ - n -	2451	17614	TOUCAN	tucano1	
6003	Kuruaya	TOUCAN	tʃokãn / anãdari	tʃokãn	tʃ o k ã n	tʃ o k ã - n -	2451	17614	TOUCAN	tucano1	
6004	Kuruaya	TOUCAN	tʃokãn / anãdari	anãdari	a n ã d a r i	- a n ã d a r i	2452	17616	TOUCAN	tucano1	
6366	Satere_Mawe	TOUCAN	jũkan	jũkan	j ũ k a n	j ũ k a - n -	2451	17614	TOUCAN	tucano1	
6668	Aweti	TOUCAN	kujawka	kujawka	k u j a w k a	k u j a w k a	2453	17615	TOUCAN	tucano	
7032	Parakana	TOUCAN	tokona	tokona	t o k o n a	t o k o - n a	2451	17614	TOUCAN	tucano1	
7591	Surui_Aikewara	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN	tucano1	
8196	Tembe	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN	tucano1	
8532	Guajajara	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN	tucano1	
8790	Apiaka	TOUCAN	tukãna	tukãna	t u k ã n a	t u k ã - n a	2451	17614	TOUCAN	tucano1	
9143	Parintintin	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN	tucano1	
9445	Amondawa	TOUCAN	tukãn	tukãn	t u k ã n	t u k ã - n -	2451	17614	TOUCAN	tucano1	
9776	Tenharim	TOUCAN	tukãn	tukãn	t u k ã n	t u k ã - n -	2451	17614	TOUCAN	tucano1	
9897	Jiahoi	TOUCAN	tukãn	tukãn	t u k ã n	t u k ã - n -	2451	17614	TOUCAN	tucano1	
11574	Emerillon_Teko	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN	tucano1	
11976	Wayampi	TOUCAN	tukã	tukã	t u k ã	t u k ã - - -	2451	17614	TOUCAN	tucano1	
12542	Ka_apor_Urubu	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN	tucano1	
13101	Kamajura	TOUCAN	johet	johet	j o h e t	j o h e - t -	2451	17614	TOUCAN	tucano	
13972	Tupinamba	TOUCAN	tukana	tukana	t u k a n a	t u k a - n a	2451	17614	TOUCAN	tucano1	
14322	Nheengatu	TOUCAN	tukana	tukana	t u k a n a	t u k a - n a	2451	17614	TOUCAN	tucano1	
14605	Lingua_Geral_Paulista_Tupi_austral	TOUCAN	tucano / tenan	tucano	t u c/k a n o	t u c/k a - n o	2451	17614	TOUCAN	tucano1	
14606	Lingua_Geral_Paulista_Tupi_austral	TOUCAN	tucano / tenan	tenan	t e n a n	t e n a - n -	2451	17614	TOUCAN	tucano1	
15150	Guarayo	TOUCAN	tũkã	tũkã	t ũ k ã	t ũ k ã - - -	2451	17614	TOUCAN	tucano1	
16454	Mbya	TOUCAN	tukã	tukã	t u k ã	t u k ã - - -	2451	17614	TOUCAN	tucano1	
16790	Guarani_Paraguay	TOUCAN	tukã	tukã	t u k ã	t u k ã - - -	2451	17614	TOUCAN	tucano1	
17599	Xeta	TOUCAN	tũka	tũka	t ũ k a	t ũ k a - - -	2451	17614	TOUCAN	tucano1	
18291	Chiripa_Nandeva_Ava_Guarani	TOUCAN	tukã	tukã	t u k ã	t u k ã - - -	2451	17614	TOUCAN	tucano1	
19184	Omagua	TOUCAN	piakui	piakui	p ia k ui	p ia k ui	986	100	TOUCAN		
19460	Asurini_do_Tocantins	TOUCAN	tokón	tokón	t o k ó n	t o k ó n	2451	17614	TOUCAN		
20616	Guaja	TOUCAN	takɨ̃	takɨ̃	t a k ɨ̃	t a k ɨ̃			TOUCAN		
20633	Tapirape_Apyawa	TOUCAN	tokɨnoo	tokɨnoo	t o k ɨ n oo	t o k ɨ n oo			TOUCAN		
20874	Zo_e	TOUCAN	tukãn 	tukãn 	t u k ã n	t u k ã n	2451	17614	TOUCAN		
330	Karo_Arara	TRAHIRA FISH	paro	paro	p a r o	p a r - - o	2457	17659	TRAHIRA	traira	
597	Purubora	TRAHIRA FISH	barawa	barawa	b a r a w a	b a r a w a	2457	17659	TRAHIRA	traira	
1125	Makurap	TRAHIRA FISH	mbiria	mbiria	mb i r ia	mb i r - - ia	2457	17659	TRAHIRA	traira	
1446	Wayoro	TRAHIRA FISH	mbirija	mbirija	mb i r i j a	mb i r i j a	2457	17659	TRAHIRA	traira	
1827	Tupari	TRAHIRA FISH	siriʔa	siriʔa	s i r i ʔ a	s i r i ʔ - - a	2456	17660	TRAHIRA	traira	
2208	Akuntsu	TRAHIRA FISH	pirita	pirita	p i r i t a	p i r i t a	2457	17659	TRAHIRA	traira	
2528	Mekens_Sakurabiat	TRAHIRA FISH	piritsa	piritsa	p i r i ts a	p i r i ts a	2457	17659	TRAHIRA	traira	
3080	Gaviao_Ikoloehj	TRAHIRA FISH	baaboo	baaboo	b aː b oː	- - b aː b oː	2457	17659	TRAHIRA	traira	
3871	Zoro	TRAHIRA FISH	booboo	booboo	b oː b oː	- - b oː b oː	2457	17659	TRAHIRA	traira	
4186	Surui_Paiter	TRAHIRA FISH	maaboo	maaboo	m aː b oː	- - m aː b oː	2457	17659	TRAHIRA	traira	
4468	Karitiana	TRAHIRA FISH	mira	mira	m i r a	- - m i r a	2457	17659	TRAHIRA	traira	
4666	Arikem	TRAHIRA FISH	taraʔɨra	taraʔɨra	t a r a ʔ ɨ r a	t a r a ʔ ɨ r a	2456	17660	TRAHIRA	traira1	
4985	Xipaya	TRAHIRA FISH	ʃitɨ	ʃitɨ	ʃ i t ɨ	- - ʃ i t ɨ	2457	17659	TRAHIRA	traira	
5314	Juruna_Yudja	TRAHIRA FISH	pitʃi	pitʃi	p i tʃ i	- - p i tʃ i	2457	17659	TRAHIRA	traira	
5700	Munduruku	TRAHIRA FISH	daʃéw	daʃéw	d a ʃ é w	d a ʃ é w	2459	17662	TRAHIRA	traira	
6005	Kuruaya	TRAHIRA FISH	láʃoj	láʃoj	l á ʃ o j	l á ʃ o j	2458	17661	TRAHIRA	traira	
6367	Satere_Mawe	TRAHIRA FISH	 (n)ipiuta	ipiuta	i p iu t a	- i p iu t a	2457	17659	TRAHIRA	traira	
7033	Parakana	TRAHIRA FISH	tareʔɨra	tareʔɨra	t a r e ʔ ɨ r a	t a r e ʔ ɨ r a	2456	17660	TRAHIRA	traira	
7592	Surui_Aikewara	TRAHIRA FISH	tareiri	tareiri	t a r ei r i	t a r ei - - r i	2456	17660	TRAHIRA	traira1	
7867	Tapirape_Apyawa	TRAHIRA FISH	tãreʔɨr	tãreʔɨr	t ã r e ʔ ɨ r	t ã r e ʔ ɨ r -	2456	17660	TRAHIRA	traira1	
8197	Tembe	TRAHIRA FISH	tarãʔir	tarãʔir	t a r ã ʔ i r	t a r ã ʔ i r -	2456	17660	TRAHIRA	traira1	
8533	Guajajara	TRAHIRA FISH	tariʔɨr	tariʔɨr	t a r i ʔ ɨ r	t a r i ʔ ɨ r -	2456	17660	TRAHIRA	traira1	
8791	Apiaka	TRAHIRA FISH	taraʔira	taraʔira	t a r a ʔ i r a	t a r a ʔ i r a	2456	17660	TRAHIRA	traira1	
9144	Parintintin	TRAHIRA FISH	pirauhu	pirauhu	p i r au h u	p i r au h u	2901	679	TRAHIRA	traira	
9777	Tenharim	TRAHIRA FISH	pirauhu	pirauhu	p i r au h u	p i r au h u	2901	679	TRAHIRA	traira	
10175	Urueuwauwau	TRAHIRA FISH	pirauhu	pirauhu	p i r au h u	p i r au h u	2901	679	TRAHIRA	traira	
10891	Anambe_of_Ehrenreich	TRAHIRA FISH	tarahira	tarahira	t a r a h i r a	t a r a h i r a	2456	17660	TRAHIRA	traira1	
11575	Emerillon_Teko	TRAHIRA FISH	tareʔɨr	tareʔɨr	t a r e ʔ ɨ r	t a r e ʔ ɨ r -	2456	17660	TRAHIRA	traira1	
11977	Wayampi	TRAHIRA FISH	taleʔɨ	taleʔɨ	t a l e ʔ ɨ	t a l e ʔ ɨ - -	2456	17660	TRAHIRA	traira1	
12543	Ka_apor_Urubu	TRAHIRA FISH	tereʔɨr	tereʔɨr	t e r e ʔ ɨ r	t e r e ʔ ɨ r -	2456	17660	TRAHIRA	traira1	
13102	Kamajura	TRAHIRA FISH	pirau	pirau	p i r au	p i r - - au	2457	17659	TRAHIRA	traira	
13973	Tupinamba	TRAHIRA FISH	tareʔira	tareʔira	t a r e ʔ i r a	t a r e ʔ i r a	2456	17660	TRAHIRA	traira1	
14323	Nheengatu	TRAHIRA FISH	tarira	tarira	t a r i r a	t a r i - - r a	2456	17660	TRAHIRA	traira	
15151	Guarayo	TRAHIRA FISH	tareɨr	tareɨr	t a r eɨ r	t a r eɨ - - r -	2456	17660	TRAHIRA	traira1	
16455	Mbya	TRAHIRA FISH	tareʔɨ	tareʔɨ	t a r e ʔ ɨ	t a r e ʔ - - ɨ	2456	17660	TRAHIRA	traira1	
16791	Guarani_Paraguay	TRAHIRA FISH	tareʔɨi	tareʔɨi	t a r e ʔ ɨi	t a r e ʔ - - ɨi	2456	17660	TRAHIRA	traira1	
19461	Asurini_do_Tocantins	TRAHIRA FISH	taraʔit	taraʔit	t a r a ʔ i t	t a r a ʔ i t -	2456	17660	TRAHIRA		
20331	Kampe	TRAHIRA FISH	piritsa	piritsa	p i r i ts a	p i r i ts a	2457	17659	TRAHIRA		
20617	Guaja	TRAHIRA FISH	taraʔɨra	taraʔɨra	t a r a ʔ ɨ r a	t a r a ʔ ɨ r a	2456	17660	TRAHIRA		
20800	Aweti	TRAHIRA FISH	piutá	piutá	p iu t á	p iu t á	2457	17659	TRAHIRA		
20875	Zo_e	TRAHIRA FISH	taraʔit	taraʔit	t a r a ʔ i t	t a r a ʔ i t	2456	17660	TRAHIRA		
331	Karo_Arara	TREE	waʔɨp	waʔɨp	w a ʔ ɨ p	w a ʔ ɨ p - - -	2461	17696	TREE	arvore5	
702	Ntogapid_Itogapuk	TREE	waíb	waíb	w a í/i b	w a - í/i b - - -	2461	17696	TREE	arvore5	
802	Ramarama	TREE	majup	majup	m a j u p	m a j u p	2463	17699	TREE	arvore5	
1126	Makurap	TREE	kɨp	kɨp	k ɨ p	- - k ɨ p - - -	2461	17696	TREE	arvore	
1447	Wayoro	TREE	kɨp	kɨp	k ɨ p	- - k ɨ p - - -	2461	17696	TREE	arvore	
1828	Tupari	TREE	kɨp	kɨp	k ɨ p	- - k ɨ p - - -	2461	17696	TREE	arvore	
2209	Akuntsu	TREE	kɨp	kɨp	k ɨ p	- - k ɨ p - - -	2461	17696	TREE	arvore	
2529	Mekens_Sakurabiat	TREE	kɨp	kɨp	k ɨ p	- - k ɨ p - - -	2461	17696	TREE	arvore	
3081	Gaviao_Ikoloehj	TREE	îìp	îìp	î ì p	î ì p	2461	17696	TREE	arvore	
3371	Monde	TREE	ib	ib	i b	- - - i b - - -	2461	17696	TREE	arvore	
3577	Arua	TREE	iip	iip	iː p	- - - iː p - - -	2461	17696	TREE	arvore	
3670	Matanau	TREE	iipuj	iipuj	iː p u j	- - - iː p - u j	2461	17696	TREE	arvore	
3712	Kabanae	TREE	ipzin	ipzin	i p z i n	- - - i p z i n	2461	17696	TREE	arvore	
3872	Zoro	TREE	iip	iip	iː p	- - - iː p - - -	2461	17696	TREE	arvore	
4187	Surui_Paiter	TREE	iib	iib	iː b	- - - iː b - - -	2461	17696	TREE	arvore	
4469	Karitiana	TREE	ep	ep	e p	- - - e p - - -	2461	17696	TREE	arvore	
4667	Arikem	TREE	kɨp	kɨp	k ɨ p	- - k ɨ p - - -	2461	17696	TREE	arvore	
4986	Xipaya	TREE	kaa	kaa	k aː	- - k aː - - - -	2461	17696	TREE	arvore4	
5315	Juruna_Yudja	TREE	kaʔá	kaʔá	k a ʔ á/a	- - k a ʔ - á/a -	2461	17696	TREE	arvore4	
5701	Munduruku	TREE	ip	ip	i p	- - - i p - - -	2461	17696	TREE	arvore1	
6006	Kuruaya	TREE	ʔip	ʔip	ʔ i p	- - ʔ i p - - -	2461	17696	TREE	arvore1	
6368	Satere_Mawe	TREE	ʔɨp	ʔɨp	ʔ ɨ p	- - ʔ ɨ p - - -	2461	17696	TREE	arvore1	
6669	Aweti	TREE	ʔɨp	ʔɨp	ʔ ɨ p	- - ʔ ɨ p - - -	2461	17696	TREE	arvore1	
7034	Parakana	TREE	ʔɨβ	ʔɨβ	ʔ ɨ β	- - ʔ ɨ β - - -	2461	17696	TREE	arvore1	
7271	Asurini_do_Tocantins	TREE	ʔɨw	ʔɨw	ʔ ɨ w	- - ʔ ɨ w - - -	2461	17696	TREE	arvore1	
7593	Surui_Aikewara	TREE	ʔɨwa	ʔɨwa	ʔ ɨ w a	ʔ ɨ w - - a -	2460	17697	TREE	arvore1	
7868	Tapirape_Apyawa	TREE	hɨwɨrã	hɨwɨrã	h ɨ w ɨ r ã	h ɨ w ɨ r ã -	2460	17697	TREE	arvore1	
8198	Tembe	TREE	iwir	iwir	i w i r	- i w i r - -	2460	17697	TREE	arvore1	
8534	Guajajara	TREE	ɨwɨra	ɨwɨra	ɨ w ɨ r a	- ɨ w ɨ r a -	2460	17697	TREE	arvore1	
8792	Apiaka	TREE	ʔɨwa	ʔɨwa	ʔ ɨ w a	ʔ ɨ w - - a -	2460	17697	TREE	arvore1	
9145	Parintintin	TREE	ɨβ	ɨβ	ɨ β	- - - ɨ β - - -	2461	17696	TREE	arvore1	
9446	Amondawa	TREE	ɨβ	ɨβ	ɨ β	- - - ɨ β - - -	2461	17696	TREE	arvore1	
9778	Tenharim	TREE	ɨβ	ɨβ	ɨ β	- - - ɨ β - - -	2461	17696	TREE	arvore1	
10176	Urueuwauwau	TREE	ɨβ	ɨβ	ɨ β	- - - ɨ β - - -	2461	17696	TREE	arvore1	
10284	Tupi_do_Machado_Wirafed	TREE	ɨbɨra	ɨbɨra	ɨ b ɨ r a	- ɨ b ɨ r a -	2460	17697	TREE	arvore1	
10509	Kayabi	TREE	ʔɨp	ʔɨp	ʔ ɨ p	- - ʔ ɨ p - - -	2461	17696	TREE	arvore1	
10800	Arawete	TREE	i	i	i	i	2462	17698	TREE	arvore1	
10892	Anambe_of_Ehrenreich	TREE	imira	imira	i m i r a	- i m i r a -	2460	17697	TREE	arvore1	
11122	Guaja	TREE	mira / ʔɨ / wɨra	mira	m i r a	- - m i r a -	2460	17697	TREE	arvore121	
11123	Guaja	TREE	mira / ʔɨ / wɨra	ʔɨ	ʔ ɨ	- - ʔ ɨ - - - -	2461	17696	TREE	arvore121	
11124	Guaja	TREE	mira / ʔɨ / wɨra	wɨra	w ɨ r a	- - w ɨ r a -	2460	17697	TREE	arvore121	
11576	Emerillon_Teko	TREE	wɨla	wɨla	w ɨ l a	- - w ɨ l a -	2460	17697	TREE	arvore1	
11978	Wayampi	TREE	ʔɨ	ʔɨ	ʔ ɨ	- - ʔ ɨ - - - -	2461	17696	TREE	arvore2	
12238	Zo_e	TREE	wire	wire	w i r e	- - w i r e -	2460	17697	TREE	arvore1	
12544	Ka_apor_Urubu	TREE	mira	mira	m i r a	- - m i r a -	2460	17697	TREE	arvore1	
12770	Anambe	TREE	iwirã	iwirã	i w i r ã	- i w i r ã -	2460	17697	TREE	arvore1	
13103	Kamajura	TREE	ɨwɨra	ɨwɨra	ɨ w ɨ r a	- ɨ w ɨ r a -	2460	17697	TREE	arvore1	
13369	Asurini_do_Xingu	TREE	ɨwɨr	ɨwɨr	ɨ w ɨ r	- ɨ w ɨ r - -	2460	17697	TREE	arvore1	
13586	Ava_Canoeiro	TREE	ɨwɨra	ɨwɨra	ɨ w ɨ r a	- ɨ w ɨ r a -	2460	17697	TREE	arvore1	
13974	Tupinamba	TREE	ɨwɨr	ɨwɨr	ɨ w ɨ r	- ɨ w ɨ r - -	2460	17697	TREE	arvore1	
14324	Nheengatu	TREE	mira	mira	m i r a	- - m i r a -	2460	17697	TREE	arvore1	
14607	Lingua_Geral_Paulista_Tupi_austral	TREE	iba	iba	i b a	- - - i b - a -	2461	17696	TREE	arvore1	
14848	Yuki	TREE	ira	ira	i r a	- - - i r a -	2460	17697	TREE	arvore1	
15152	Guarayo	TREE	ɨβɨra	ɨβɨra	ɨ β ɨ r a	- ɨ β ɨ r a -	2460	17697	TREE	arvore1	
15480	Siriono	TREE	ira	ira	i r a	- - - i r a -	2460	17697	TREE	arvore1	
15727	Warazu_Pauserna	TREE	iwíra	iwíra	i w í/i r a	- i w í/i r a -	2460	17697	TREE	arvore1	
