Language	Concept	Form	Tokens	SimpleCognate	PartialCognate	Morphemes	Notes
Monde	SUCK	nãoʔa	n ão ʔ a	2203.0	15853	SUCK	
Karitiana	SUCK	nẽõm	n ẽõ m	2200.0	15852	SUCK	
Xipaya	SUCK	tutu	t u t u	2199.0	15850	SUCK	
Juruna_Yudja	SUCK	itutu	i t u t u	2199.0	15850	SUCK	
Munduruku	SUCK	konõm	k o n õ m	2200.0	15852	SUCK	
Satere_Mawe	SUCK	sɨm	s ɨ m	2200.0	15852	SUCK	
Parakana	SUCK	pɨten	p ɨ t e n	2199.0	15850	SUCK	
Surui_Aikewara	SUCK	pɨter	p ɨ t e r	2199.0	15850	SUCK	
Tapirape_Apyawa	SUCK	pɨtet	p ɨ t e t	2199.0	15850	SUCK	
Tembe	SUCK	pɨter	p ɨ t e r	2199.0	15850	SUCK	
Guajajara	SUCK	pɨter	p ɨ t e r	2199.0	15850	SUCK	
Parintintin	SUCK	pɨter	p ɨ t e r	2199.0	15850	SUCK	
Amondawa	SUCK	pɨte	p ɨ t e	2199.0	15850	SUCK	
Guaja	SUCK	mɨtete	m ɨ t e t e	2199.0	15850	SUCK	
Emerillon_Teko	SUCK	putet	p u t e t	2199.0	15850	SUCK	
Wayampi	SUCK	mosusu	m o s u s u	2199.0	15850	SUCK	
Ka_apor_Urubu	SUCK	pɨter	p ɨ t e r	2199.0	15850	SUCK	
Kamajura	SUCK	pɨtet	p ɨ t e t	2199.0	15850	SUCK	
Asurini_do_Xingu	SUCK	pɨtet	p ɨ t e t	2199.0	15850	SUCK	
Ava_Canoeiro	SUCK	tʃu	tʃ u	2199.0	15850	SUCK	
Tupinamba	SUCK	pɨter	p ɨ t e r	2199.0	15850	SUCK	
Nheengatu	SUCK	pitera	p i t e r a	2199.0	15850	SUCK	
Lingua_Geral_Paulista_Tupi_austral	SUCK	piter	p i t e r	2199.0	15850	SUCK	
Guarayo	SUCK	pite	p i t e	2199.0	15850	SUCK	
Siriono	SUCK	rere	r e r e	2204.0	15854	SUCK	
Warazu_Pauserna	SUCK	epite	e p i t e	2199.0	15850	SUCK	
Chiriguano	SUCK	pɨte	p ɨ t e	2199.0	15850	SUCK	
Mbya	SUCK	pɨte	p ɨ t e	2199.0	15850	SUCK	
Guarani_Paraguay	SUCK	pɨte	p ɨ t e	2199.0	15850	SUCK	
Old_Guarani	SUCK	pɨte	p ɨ t e	2199.0	15850	SUCK	
Guayaki_Ache	SUCK	pɨtʃe	p ɨ tʃ e	2199.0	15850	SUCK	
Tapiete	SUCK	pɨte	p ɨ t e	2199.0	15850	SUCK	
Cocama_Cocamilla	SUCK	tʃutʃu	tʃ u tʃ u	2199.0	15850	SUCK	
Asurini_do_Tocantins	SUCK	pɨtet	p ɨ t e t	2199.0	15850	SUCK	
Aweti	SUCK	pɨtsot	p ɨ ts o t	2199.0	15850	SUCK	
Karo_Arara	SUN	tsaʔwap	ts a ʔ w a p	2209.0	15894	SUN	
Purubora	SUN	toka	t o k a	2208.0	15895	SUN	Also means 'sun'
Ntogapid_Itogapuk	SUN	tʃawáb	tʃ a w á/a b	2209.0	15894	SUN	
Ramarama	SUN	tʃawáp	tʃ a w á p	2209.0	15894	SUN	
Makurap	SUN	ŋeat	ŋ ea t	2206.0	15891	SUN	
Wayoro	SUN	ŋjakop	ŋ j a k o p	2207.0	15889	SUN	
Tupari	SUN	kjakop	k j a k o p	2207.0	15889	SUN	
Akuntsu	SUN	kiakop	k ia k o p	2207.0	15889	SUN	
Mekens_Sakurabiat	SUN	kiakop	k ia k o p	2207.0	15889	SUN	
Cinta_Larga	SUN	ngát	n g á/a t	2206.0	15891	SUN	
Gaviao_Ikoloehj	SUN	gár	g á/a r	2205.0	15890	SUN	
Monde	SUN	gad	g a d	2206.0	15891	SUN	
Arua	SUN	gat	g a t	2206.0	15891	SUN	
Aruashi	SUN	kain	k ai n	2206.0	15891	SUN	
Matanau	SUN	gatt	g a tː	2206.0	15891	SUN	
Kabanae	SUN	gat	g a t	2206.0	15891	SUN	
Zoro	SUN	gat	g a t	2206.0	15891	SUN	
Surui_Paiter	SUN	ŋat	ŋ a t	2206.0	15891	SUN	
Karitiana	SUN	gokɨp	g o k ɨ p	2207.0	15889	SUN	
Arikem	SUN	ŋeat	ŋ ea t	2206.0	15891	SUN	
Xipaya	SUN	kuazadɨ	k ua z a d ɨ	2206.0	15891	SUN	
Juruna_Yudja	SUN	kuadɨ	k ua d ɨ	2206.0	15891	SUN	
Munduruku	SUN	káʃi	k á/a ʃ i	2205.0	15890	SUN	
Kuruaya	SUN	kadʒi	k a dʒ i	2206.0	15891	SUN	
Satere_Mawe	SUN	at	a t	2206.0	15891	SUN	
Aweti	SUN	kʷat	kʷ a t	2206.0	15891	SUN	
Parakana	SUN	kʷarahɨa	kʷ a r a h ɨa	2205.0	15890	SUN	
Asurini_do_Tocantins	SUN	karahɨ	k a r a h ɨ	2205.0	15890	SUN	
Surui_Aikewara	SUN	ʔara	ʔ a r a	2205.0	15890	SUN	
Tapirape_Apyawa	SUN	kʷãr	kʷ ã r	2205.0	15890	SUN	
Tembe	SUN	kʷarahɨ	kʷ a r a h ɨ	2205.0	15890	SUN	
Guajajara	SUN	kʷarahɨ	kʷ a r a h ɨ	2205.0	15890	SUN	
Apiaka	SUN	ara	a r a	2205.0	15890	SUN	
Parintintin	SUN	kʷara	kʷ a r a	2205.0	15890	SUN	
Amondawa	SUN	kʷara	kʷ a r a	2205.0	15890	SUN	
Tenharim	SUN	kʷara	kʷ a r a	2205.0	15890	SUN	
Jiahoi	SUN	kʷara	kʷ a r a	2205.0	15890	SUN	
Juma	SUN	kʷarahu	kʷ a r a h u	2205.0	15890	SUN	
Urueuwauwau	SUN	kʷara	kʷ a r a	2205.0	15890	SUN	
Tupi_do_Machado_Wirafed	SUN	kʷaraɨ	kʷ a r aɨ	2205.0	15890	SUN	
Kayabi	SUN	kʷat	kʷ a t	2206.0	15891	SUN	
Arawete	SUN	karahi	k a r a h i	2205.0	15890	SUN	
Anambe_of_Ehrenreich	SUN	karahɨ	k a r a h ɨ	2205.0	15890	SUN	
Guaja	SUN	kʷarahɨ	kʷ a r a h ɨ	2205.0	15890	SUN	
Amanaye	SUN	kʷarahɨ	kʷ a r a h ɨ	2205.0	15890	SUN	
Emerillon_Teko	SUN	kʷaraɨ	kʷ a r aɨ	2205.0	15890	SUN	
Wayampi	SUN	kʷaraɨ	kʷ a r aɨ	2205.0	15890	SUN	
Zo_e	SUN	kurahɨ	k u r a h ɨ	2205.0	15890	SUN	
Ka_apor_Urubu	SUN	kʷarahɨ	kʷ a r a h ɨ	2205.0	15890	SUN	
Anambe	SUN	korahɨ	k o r a h ɨ	2205.0	15890	SUN	
Turiwara	SUN	kʷarahɨ	kʷ a r a h ɨ	2205.0	15890	SUN	
Kamajura	SUN	kʷat	kʷ a t	2206.0	15891	SUN	
Asurini_do_Xingu	SUN	kʷarahɨ	kʷ a r a h ɨ	2205.0	15890	SUN	
Ava_Canoeiro	SUN	kʷar	kʷ a r	2205.0	15890	SUN	
Tupinamba	SUN	kʷarasɨ	kʷ a r a s ɨ	2205.0	15890	SUN	
Nheengatu	SUN	kurasi	k u r a s i	2205.0	15890	SUN	
Lingua_Geral_Paulista_Tupi_austral	SUN	arasu	a r a s u	2205.0	15890	SUN	
Yuki	SUN	tẽda	t ẽ d a	2208.0	15895	SUN	
Guarayo	SUN	arɨ	a r ɨ	2205.0	15890	SUN	
Siriono	SUN	tenda	t e nd/ⁿd a	2208.0	15895	SUN	
Warazu_Pauserna	SUN	kʷarahi	kʷ a r a h i	2205.0	15890	SUN	
Chiriguano	SUN	kʷarasɨ	kʷ a r a s ɨ	2205.0	15890	SUN	
Jora	SUN	aním	a n í/i m	2211.0	15893	SUN	
Jora	SUN	tenat	t e n a t	2208.0	15895	SUN	
Mbya	SUN	kʷaraɨ	kʷ a r aɨ	2205.0	15890	SUN	
Guarani_Paraguay	SUN	kʷarahɨ	kʷ a r a h ɨ	2205.0	15890	SUN	
Old_Guarani	SUN	kʷarasɨ	kʷ a r a s ɨ	2205.0	15890	SUN	
Guayaki_Ache	SUN	kreɨʔɨ	k r eɨ ʔ ɨ	2205.0	15890	SUN	
Xeta	SUN	kʷarha	kʷ a rʰ a	2205.0	15890	SUN	
Kaiowa	SUN	kʷarahɨ	kʷ a r a h ɨ	2205.0	15890	SUN	
Tapiete	SUN	kʷarasɨ	kʷ a r a s ɨ	2205.0	15890	SUN	
Chiripa_Nandeva_Ava_Guarani	SUN	kʷara ɨ	kʷ a r a + ɨ	2205.0	15890 15892	SUN _sun	
Apapokuva_of_Nimuendaju	SUN	kwaraɨ	kʷ a r aɨ	2205.0	15890	SUN	
Omagua	SUN	kʷaraʃi	kʷ a r a ʃ i	2205.0	15890	SUN	
Cocama_Cocamilla	SUN	kʷaratʃi	kʷ a r a tʃ i	2205.0	15890	SUN	
Kampe	SUN	kiakop	k ia k o p	2207.0	15889	SUN	
Karo_Arara	SURUBIM_FISH	koran	k o r a n	2213.0	15969	SURUBIM_FISH	
Purubora	SURUBIM_FISH	korare	k o r a r e	2213.0	15969	SURUBIM_FISH	
Makurap	SURUBIM_FISH	ʔãnore	ʔ ã n o r e	2214.0	15968	SURUBIM_FISH	
Wayoro	SURUBIM_FISH	ãnore	ã n o r e	2214.0	15968	SURUBIM_FISH	
Tupari	SURUBIM_FISH	wajnpa	w a j n p a	2217.0	15971	SURUBIM_FISH	
Akuntsu	SURUBIM_FISH	jõkoa	j õ k oa	2215.0	15966	SURUBIM_FISH	
Cinta_Larga	SURUBIM_FISH	koledé	k o l e d é/e	2213.0	15969	SURUBIM_FISH	
Gaviao_Ikoloehj	SURUBIM_FISH	kolele	k o l e l e	2213.0	15969	SURUBIM_FISH	
Monde	SURUBIM_FISH	buritim	b u r i t i m	2212.0	15967	SURUBIM_FISH	
Arua	SURUBIM_FISH	korele	k o r e l e	2213.0	15969	SURUBIM_FISH	
Matanau	SURUBIM_FISH	koleré	k o l e r é/e	2213.0	15969	SURUBIM_FISH	
Kabanae	SURUBIM_FISH	koléré	k o l é r é	2213.0	15969	SURUBIM_FISH	
Zoro	SURUBIM_FISH	kolere	k o l e r e	2213.0	15969	SURUBIM_FISH	
Surui_Paiter	SURUBIM_FISH	korele	k o r e l e	2213.0	15969	SURUBIM_FISH	
Karitiana	SURUBIM_FISH	ipibɨɲ	i p i b ɨ ɲ	2216.0	15970	SURUBIM_FISH	
Arikem	SURUBIM_FISH	iwatu	i w a t u	2214.0	15968	SURUBIM_FISH	
Xipaya	SURUBIM_FISH	duruʃi	d u r u ʃ i	2212.0	15967	SURUBIM_FISH	
Juruna_Yudja	SURUBIM_FISH	durupi	d u r u p i	2212.0	15967	SURUBIM_FISH	
Munduruku	SURUBIM_FISH	sorobĩ	s o r o b ĩ	2212.0	15967	SURUBIM_FISH	
Kuruaya	SURUBIM_FISH	kurẽrẽ	k u r ẽ r ẽ	2213.0	15969	SURUBIM_FISH	
Satere_Mawe	SURUBIM_FISH	surubĩ	s u r u b ĩ	2212.0	15967	SURUBIM_FISH	
Aweti	SURUBIM_FISH	tuzui	t u z ui	2212.0	15967	SURUBIM_FISH	
Parakana	SURUBIM_FISH	orowi	o r o w i	2212.0	15967	SURUBIM_FISH	
Tembe	SURUBIM_FISH	uruwi	u r u w i	2212.0	15967	SURUBIM_FISH	
Guajajara	SURUBIM_FISH	uruwi	u r u w i	2212.0	15967	SURUBIM_FISH	
Apiaka	SURUBIM_FISH	uruβi	u r u β i	2212.0	15967	SURUBIM_FISH	
Parintintin	SURUBIM_FISH	huruβi	h u r u β i	2212.0	15967	SURUBIM_FISH	
Anambe_of_Ehrenreich	SURUBIM_FISH	sorubĩ	s o r u b ĩ	2212.0	15967	SURUBIM_FISH	
Guaja	SURUBIM_FISH	awarɨ	a w a r ɨ	2214.0	15968	SURUBIM_FISH	
Emerillon_Teko	SURUBIM_FISH	suruwi	s u r u w i	2212.0	15967	SURUBIM_FISH	
Wayampi	SURUBIM_FISH	suluwi	s u l u w i	2212.0	15967	SURUBIM_FISH	
Ka_apor_Urubu	SURUBIM_FISH	suruwi	s u r u w i	2212.0	15967	SURUBIM_FISH	
Kamajura	SURUBIM_FISH	huruwi	h u r u w i	2212.0	15967	SURUBIM_FISH	
Tupinamba	SURUBIM_FISH	suruβi	s u r u β i	2212.0	15967	SURUBIM_FISH	
Nheengatu	SURUBIM_FISH	surubim	s u r u b i m	2212.0	15967	SURUBIM_FISH	
Guarayo	SURUBIM_FISH	suruβi	s u r u β i	2212.0	15967	SURUBIM_FISH	
Mbya	SURUBIM_FISH	manguruju	m a n g u r u j u	2214.0	15968	SURUBIM_FISH	
Tapiete	SURUBIM_FISH	surúj	s u r ú/u j	2212.0	15967	SURUBIM_FISH	
Zo_e	SURUBIM_FISH	ruwi	r u w i	2212.0	15967	SURUBIM_FISH	
Karo_Arara	SWEEP	wirup	w i r u p	2222.0	16010	SWEEP	
Tupari	SWEEP	wirik	w i r i k	2222.0	16010	SWEEP	
Akuntsu	SWEEP	piba_ka	p i b a + k a	2218.0	16005 16006	SWEEP _sweep	
Gaviao_Ikoloehj	SWEEP	djógóá	d j ó g ó á	2223.0	16009	SWEEP	
Karitiana	SWEEP	tɨj	t ɨ j	2218.0	16005	SWEEP	
Juruna_Yudja	SWEEP	pɨtʃiku	p ɨ tʃ i k u	2219.0	16007	SWEEP	
Munduruku	SWEEP	kaõg	k aõ g	2221.0	16006	SWEEP	
Satere_Mawe	SWEEP	ɨwɨtip	ɨ w ɨ t i p	2218.0	16005	SWEEP	
Aweti	SWEEP	ʔapizɨk	ʔ a p i z ɨ k	2219.0	16007	SWEEP	
Parakana	SWEEP	pehin	p e h i n	2220.0	16008	SWEEP	
Asurini_do_Tocantins	SWEEP	pehin	p e h i n	2220.0	16008	SWEEP	
Tapirape_Apyawa	SWEEP	peit	p ei t	2219.0	16007	SWEEP	
Tembe	SWEEP	tɨpir	t ɨ p i r	2218.0	16005	SWEEP	
Guajajara	SWEEP	peir	p ei r	2219.0	16007	SWEEP	
Parintintin	SWEEP	pehir	p e h i r	2220.0	16008	SWEEP	
Tenharim	SWEEP	pehir	p e h i r	2220.0	16008	SWEEP	
Urueuwauwau	SWEEP	pehir	p e h i r	2220.0	16008	SWEEP	
Arawete	SWEEP	pe	p e	2219.0	16007	SWEEP	
Guaja	SWEEP	tipir	t i p i r	2218.0	16005	SWEEP	
Emerillon_Teko	SWEEP	wiwir	w i w i r	2218.0	16005	SWEEP	
Wayampi	SWEEP	tɨwej	t ɨ w e j	2218.0	16005	SWEEP	
Zo_e	SWEEP	pehit	p e h i t	2220.0	16008	SWEEP	
Ka_apor_Urubu	SWEEP	peir	p ei r	2219.0	16007	SWEEP	
Kamajura	SWEEP	peit	p ei t	2219.0	16007	SWEEP	
Asurini_do_Xingu	SWEEP	peit	p ei t	2219.0	16007	SWEEP	
Tupinamba	SWEEP	peir	p ei r	2219.0	16007	SWEEP	
Nheengatu	SWEEP	piʔiri	p i ʔ i r i	2220.0	16008	SWEEP	
Lingua_Geral_Paulista_Tupi_austral	SWEEP	pijre	p i j r e	2219.0	16007	SWEEP	
Yuki	SWEEP	ti	t i	2218.0	16005	SWEEP	
Guarayo	SWEEP	tɨpeí	t ɨ p eí	2218.0	16005	SWEEP	
Siriono	SWEEP	tii	t iː	2218.0	16005	SWEEP	
Warazu_Pauserna	SWEEP	tipeɨ	t i p eɨ	2218.0	16005	SWEEP	
Chiriguano	SWEEP	tĩpei	t ĩ p ei	2218.0	16005	SWEEP	
Mbya	SWEEP	peʔi	p e ʔ i	2220.0	16008	SWEEP	
Guarani_Paraguay	SWEEP	tɨpei	t ɨ p ei	2218.0	16005	SWEEP	
Old_Guarani	SWEEP	piej	p ie j	2219.0	16007	SWEEP	
Guayaki_Ache	SWEEP	pajʔi	p a j ʔ i	2220.0	16008	SWEEP	
Xeta	SWEEP	tapei	t a p ei	2218.0	16005	SWEEP	
Tapiete	SWEEP	tɨpei	t ɨ p ei	2218.0	16005	SWEEP	
Omagua	SWEEP	tipairi	t i p ai r i	2218.0	16005	SWEEP	
Cocama_Cocamilla	SWEEP	tipiri	t i p i r i	2218.0	16005	SWEEP	
Asurini_do_Tocantins	SWEEP	ɨtɨapeɨhap	ɨ t ɨa p eɨ h a p			SWEEP	
Cinta_Larga	SWEEP	weejtpaláájtká	w ee j t p a l áá j t k á	2865.0	624	SWEEP	
Wayoro	SWEEP	poor	p oo r	2219.0	16005	SWEEP	
Karo_Arara	SWEET	pewit	p e w i t	2227.0	16054	SWEET	
Makurap	SWEET	tʃak	tʃ a k	2225.0	16050	SWEET	
Tupari	SWEET	hoj	h o j	2224.0	16049	SWEET	
Akuntsu	SWEET	kam	k a m	2228.0	16048	SWEET	
Cinta_Larga	SWEET	sepoj	s e p o j	2224.0	16049	SWEET	
Gaviao_Ikoloehj	SWEET	ʃiʔíìβ	ʃ i ʔ í ì β	2224.0	16049	SWEET	
Monde	SWEET	tʃiʔĩ	tʃ i ʔ ĩ	2224.0	16049	SWEET	
Karitiana	SWEET	kowot	k o w o t	2227.0	16054	SWEET	
Arikem	SWEET	tʃak	tʃ a k	2225.0	16050	SWEET	
Xipaya	SWEET	etáku	e t á k u	2225.0	16050	SWEET	
Juruna_Yudja	SWEET	etʃáku	e tʃ á/a k u	2225.0	16050	SWEET	
Munduruku	SWEET	kərə	k ə r ə	2231.0	16055	SWEET	
Satere_Mawe	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET	
Aweti	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET	
Parakana	SWEET	tʃɨtɨg	tʃ ɨ t ɨ g	2225.0	16050	SWEET	
Surui_Aikewara	SWEET	eʔe	e ʔ e	2224.0	16049	SWEET	
Tapirape_Apyawa	SWEET	hẽʔe	h ẽ ʔ e	2224.0	16049	SWEET	
Tembe	SWEET	tetekatu	t e t e k a t u	2225.0	16050	SWEET	
Guajajara	SWEET	hete	h e t e	2224.0	16049	SWEET	
Apiaka	SWEET	hẽ	h ẽ	2224.0	16049	SWEET	
Parintintin	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET	
Amondawa	SWEET	eʔẽahĩm	e ʔ ẽa h ĩ m	2224.0	16049	SWEET	
Tenharim	SWEET	eʔẽahĩm	e ʔ ẽa h ĩ m	2224.0	16049	SWEET	
Jiahoi	SWEET	eʔẽahĩm	e ʔ ẽa h ĩ m	2224.0	16049	SWEET	
Urueuwauwau	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET	
Kayabi	SWEET	ẽʔẽ	ẽ ʔ ẽ	2224.0	16049	SWEET	
Arawete	SWEET	hewu	h e w u	2224.0	16049	SWEET	
Guaja	SWEET	hẽʔẽ	h ẽ ʔ ẽ	2224.0	16049	SWEET	
Emerillon_Teko	SWEET	ebɨg	e b ɨ g	2226.0	16052	SWEET	
Wayampi	SWEET	ẽʔẽ	ẽ ʔ ẽ	2224.0	16049	SWEET	
Zo_e	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET	
Ka_apor_Urubu	SWEET	heʔẽ	h e ʔ ẽ	2224.0	16049	SWEET	
Kamajura	SWEET	tseʔe	ts e ʔ e	2224.0	16049	SWEET	
Asurini_do_Xingu	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET	
Ava_Canoeiro	SWEET	e	e	2229.0	16051	SWEET	
Tupinamba	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET	
Nheengatu	SWEET	seẽ	s eẽ/ẽː	2224.0	16049	SWEET	
Yuki	SWEET	esuχĩ	e s u χ ĩ	2225.0	16050	SWEET	
Guarayo	SWEET	ẽʔẽ	ẽ ʔ ẽ	2224.0	16049	SWEET	
Siriono	SWEET	tʃej	tʃ e j	2225.0	16050	SWEET	
Warazu_Pauserna	SWEET	tiapɨ	t ia p ɨ	2226.0	16052	SWEET	
Chiriguano	SWEET	hẽe	h ẽe	2224.0	16049	SWEET	
Mbya	SWEET	hẽʔẽ	h ẽ ʔ ẽ	2224.0	16049	SWEET	
Guarani_Paraguay	SWEET	heʔẽ	h e ʔ ẽ	2224.0	16049	SWEET	
Old_Guarani	SWEET	hẽẽ	h ẽː	2224.0	16049	SWEET	
Guayaki_Ache	SWEET	eŋatu	e ŋ a t u	2230.0	16053	SWEET	
Xeta	SWEET	hiə̃kʷaa	h iə̃ kʷ aː	2224.0	16049	SWEET	
Kaiowa	SWEET	heʔẽ	h e ʔ ẽ	2224.0	16049	SWEET	
Tapiete	SWEET	hẽʔẽ	h ẽ ʔ ẽ	2224.0	16049	SWEET	
Apapokuva_of_Nimuendaju	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET	
Omagua	SWEET	sɨ̃j	s ɨ̃ j	2224.0	16049	SWEET	
Cocama_Cocamilla	SWEET	tsein	ts ei n	2224.0	16049	SWEET	
Asurini_do_Tocantins	SWEET	eʔẽ	e ʔ ẽ	2224.0	16049	SWEET	
Wayoro	SWEET	tui	t ui	2224.0	16049	SWEET	
Karo_Arara	SWEET POTATO	peʔtik	p e ʔ t i k	2232.0	16102	SWEET	
Purubora	SWEET POTATO	witiká	w i t i k á	2232.0	16102	SWEET_POTATO	
Ntogapid_Itogapuk	SWEET POTATO	betɨka	b e t ɨ k a	2232.0	16102	SWEET_POTATO	
Ramarama	SWEET POTATO	petika	p e t i k a	2232.0	16102	SWEET_POTATO	
Makurap	SWEET POTATO	koβo	k o β o	2233.0	16101	SWEET_POTATO	
Wayoro	SWEET POTATO	koβo	k o β o	2922.0	706	SWEET	
Tupari	SWEET POTATO	waore	w ao r e	2235.0	16104	SWEET	
Akuntsu	SWEET POTATO	kʷako	kʷ a k o	2233.0	16101	SWEET	
Mekens_Sakurabiat	SWEET POTATO	kʷako	kʷ a k o	2233.0	16101	SWEET_POTATO	
Gaviao_Ikoloehj	SWEET POTATO	βitigã	β i t i g ã	2232.0	16102	SWEET	
Arua	SWEET POTATO	βĩtĩŋʔa	β ĩ t ĩ ŋ ʔ a	2232.0	16102	SWEET	
Zoro	SWEET POTATO	βetĩŋaa_ʃĩp	β e t ĩ ŋ aː + ʃ ĩ p	2232.0	16102 16105	SWEET _sweet	
Surui_Paiter	SWEET POTATO	wasiŋa	w a s i ŋ a	2232.0	16102	SWEET	
Karitiana	SWEET POTATO	ohu	o h u	2234.0	16103	SWEET	
Arikem	SWEET POTATO	ahu	a h u	2234.0	16103	SWEET	
Xipaya	SWEET POTATO	taũ	t aũ	2923.0	707	SWEET	
Juruna_Yudja	SWEET POTATO	ataũ	a t aũ	2923.0	707	SWEET	
Munduruku	SWEET POTATO	weʃík	w e ʃ í k	2232.0	16102	SWEET_POTATO	
Kuruaya	SWEET POTATO	wedik	w e d i k	2232.0	16102	SWEET_POTATO	
Satere_Mawe	SWEET POTATO	uriuru	u r iu r u	2921.0	705	SWEET_POTATO	
Aweti	SWEET POTATO	tezɨk	t e z ɨ k	2232.0	16102	SWEET	
Parakana	SWEET POTATO	tʃɨtɨg	tʃ ɨ t ɨ g	2232.0	16102	SWEET_POTATO	
Surui_Aikewara	SWEET POTATO	setɨg	s e t ɨ g	2232.0	16102	SWEET_POTATO	
Tapirape_Apyawa	SWEET POTATO	tʃetɨk	tʃ e t ɨ k	2232.0	16102	SWEET	
Tembe	SWEET POTATO	zetɨk	z e t ɨ k	2232.0	16102	SWEET	
Guajajara	SWEET POTATO	zɨtɨk	z ɨ t ɨ k	2232.0	16102	SWEET	
Apiaka	SWEET POTATO	sɨteg	s ɨ t e g	2232.0	16102	SWEET	
Parintintin	SWEET POTATO	jitɨg	j i t ɨ g	2232.0	16102	SWEET_POTATO	
Amondawa	SWEET POTATO	itɨk	i t ɨ k	2232.0	16102	SWEET	
Tenharim	SWEET POTATO	jitɨg	j i t ɨ g	2232.0	16102	SWEET	
Urueuwauwau	SWEET POTATO	itɨk	i t ɨ k	2232.0	16102	SWEET	
Tupi_do_Machado_Wirafed	SWEET POTATO	jetɨk	j e t ɨ k	2232.0	16102	SWEET	
Kayabi	SWEET POTATO	jetɨk	j e t ɨ k	2232.0	16102	SWEET_POTATO	
Arawete	SWEET POTATO	jɨtirĩ	j ɨ t i r ĩ	2232.0	16102	SWEET	
Arawete	SWEET POTATO	dɨtʃi	d ɨ tʃ i	2232.0	16102	SWEET	
Anambe_of_Ehrenreich	SWEET POTATO	gitika	g i t i k a	2232.0	16102	SWEET	
Amanaye	SWEET POTATO	jetɨ	j e t ɨ	2232.0	16102	SWEET	
Emerillon_Teko	SWEET POTATO	zetik	z e t i k	2232.0	16102	SWEET	
Wayampi	SWEET POTATO	jetɨpe	j e t ɨ p e	2232.0	16102	SWEET	
Zo_e	SWEET POTATO	dzitɨk	dz i t ɨ k	2232.0	16102	SWEET	
Ka_apor_Urubu	SWEET POTATO	jɨtɨk	j ɨ t ɨ k	2232.0	16102	SWEET	
Kamajura	SWEET POTATO	jetɨk	j e t ɨ k	2232.0	16102	SWEET	
Asurini_do_Xingu	SWEET POTATO	jɨtɨk	j ɨ t ɨ k	2232.0	16102	SWEET	
Ava_Canoeiro	SWEET POTATO	dʒitʃik	dʒ i tʃ i k	2232.0	16102	SWEET	
Tupinamba	SWEET POTATO	jetɨk	j e t ɨ k	2232.0	16102	SWEET	
Nheengatu	SWEET POTATO	batata	b a t a t a	2919.0	703	SWEET_POTATO	
Guarayo	SWEET POTATO	jetɨ	j e t ɨ	2232.0	16102	SWEET	
Siriono	SWEET POTATO	ɲĩtĩ	ɲ ĩ t ĩ	2232.0	16102	SWEET_POTATO	
Warazu_Pauserna	SWEET POTATO	ðéti	ð é t i	2232.0	16102	SWEET	
Chiriguano	SWEET POTATO	jetɨ	j e t ɨ	2232.0	16102	SWEET	
Mbya	SWEET POTATO	dʒetɨ	dʒ e t ɨ	2232.0	16102	SWEET_POTATO	
Guarani_Paraguay	SWEET POTATO	jetɨ	j e t ɨ	2232.0	16102	SWEET	
Old_Guarani	SWEET POTATO	jetɨ	j e t ɨ	2232.0	16102	SWEET_POTATO	
Guayaki_Ache	SWEET POTATO	bwejakɨtã	bʷ e j a k ɨ t ã	2920.0	704	SWEET	
Xeta	SWEET POTATO	batata	b a t a t a	2919.0	703	SWEET	
Kaiowa	SWEET POTATO	dʒetɨ	dʒ e t ɨ	2232.0	16102	SWEET	
Tapiete	SWEET POTATO	dʒetɨ	dʒ e t ɨ	2232.0	16102	SWEET	
Chiripa_Nandeva_Ava_Guarani	SWEET POTATO	dʒetɨ	dʒ e t ɨ	2232.0	16102	SWEET	
Cocama_Cocamilla	SWEET POTATO	jitika	j i t i k a	2232.0	16102	SWEET	
Omagua	SWEET POTATO	itika	i t i k a	2232.0	16102	SWEET_POTATO	
Asurini_do_Tocantins	SWEET POTATO	sɨtɨg	s ɨ t ɨ g	2232.0	16102	SWEET	
Kampe	SWEET POTATO	kwaku	kʷ a k u	2233.0	16101	SWEET.POTATO	
Karo_Arara	SWIM	kətitʃɨ	k ə t i tʃ ɨ	2237.0	16163	SWIM	
Wayoro	SWIM	tiapa	t ia p a	2240.0	16168	SWIM	
Tupari	SWIM	ato	a t o	2237.0	16163	SWIM	
Mekens_Sakurabiat	SWIM	se-kia	s e + k ia	2237.0	16163 16166	SWIM _swim	
Cinta_Larga	SWIM	kapãʔã	k a p ã ʔ ã	2238.0	16166	SWIM	
Gaviao_Ikoloehj	SWIM	kápkáβá	k á p + k á β á	2238.0	16166	SWIM	
Monde	SWIM	satẽe	s a t ẽe	2237.0	16163	SWIM	
Arua	SWIM	tãktãŋã	t ã k t ã ŋ ã	2237.0	16163	SWIM	
Zoro	SWIM	kõjkõjã	k õ j k õ j ã	2238.0	16166	SWIM	
